"주차장코드","주차장명","주소","주차장 종류","주차장 종류명","운영구분","운영구분명","전화번호","주차현황 정보 제공여부","주차현황 정보 제공여부명","총 주차면","현재 주차 차량수","현재 주차 차량수 업데이트시간","유무료구분","유무료구분명","야간무료개방여부","야간무료개방여부명","평일 운영 시작시각(HHMM)","평일 운영 종료시각(HHMM)","주말 운영 시작시각(HHMM)","주말 운영 종료시각(HHMM)","공휴일 운영 시작시각(HHMM)","공휴일 운영 종료시각(HHMM)","토요일 유,무료 구분","토요일 유,무료 구분명","공휴일 유,무료 구분","공휴일 유,무료 구분명","월 정기권 금액","노상 주차장 관리그룹번호","기본 주차 요금","기본 주차 시간(분 단위)","추가 단위 요금","추가 단위 시간(분 단위)","버스 기본 주차 요금","버스 기본 주차 시간(분 단위)","버스 추가 단위 요금","버스 추가 단위 시간(분 단위)","일 최대 요금","공유 주차장 관리업체명","공유 주차장 여부","공유 주차장 관리업체 링크","공유 주차장 기타사항"
"1452019","청계5(북1) 공영주차장(시)","종로구 종로5가 458-2","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","9","2026-03-19 16:14:36","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","N","무료","Y","유료","0","1111016300002","750","5","750","5","0","0","0","0","0","*","N","*","*"
"1452024","청계5(동호로_북) 공영주차장(시)","종로구 종로5가 458-2","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","2","2026-03-19 16:14:38","Y","유료","N","야간 미개방","0900","0100","0900","1500","0000","0000","N","무료","Y","유료","0","1111016300001","750","5","750","5","0","0","0","0","0","*","N","*","*"
"1452025","청계3(창경궁로_북1) 공영주차장(시)","종로구 예지동 140-1","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","4","2026-03-19 16:14:37","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","N","무료","Y","유료","0","1111015800001","750","5","750","5","0","0","0","0","0","*","N","*","*"
"1452219","청계2(돈화문로) 공영주차장(시)","종로구 관수동 91-4","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","0","","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","N","무료","Y","유료","0","1111015500004","750","5","750","5","0","0","0","0","0","*","N","*","*"
"1452263","사직로3 관광버스 주차허용 구간(시)","종로구 사직동 240-0 (한국갤럽 앞 ~ 풍림스페이스본 버스정류장 전)","NS","노상 주차장","4","버스전용 주차장","02)2133-2357","0","미연계중","1","0","","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","Y","유료","Y","유료","0","1111011500005","0","0","0","0","0","0","0","0","0","*","N","*","*"
"1452264","창의문로 관광버스 주차허용 구간(시)","종로구 청운동 15-57 (벽산빌리지 9동 앞 ~ 청운중학교 100m 앞)","NS","노상 주차장","4","버스전용 주차장","02-2133-2357","0","미연계중","1","0","","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","Y","유료","Y","유료","0","1111010100001","0","0","0","0","0","0","0","0","0","*","N","*","*"
"1452323","사직로1 관광버스 주차허용 구간(시)","종로구 내자동 35-0 내자동 54(치과의원) ~ 필운동 227(금고 앞)","NS","노상 주차장","4","버스전용 주차장","02)2133-2357","0","미연계중","1","0","","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","Y","유료","Y","유료","0","1111011400001","0","0","0","0","0","0","0","0","0","*","N","*","*"
"1452337","관철동 공영주차장(시)","종로구 관철동 13-14","NS","노상 주차장","1","시간제 주차장","02-738-0909","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","2","2026-03-19 16:14:35","Y","유료","N","야간 미개방","0900","2200","0900","1400","0000","0000","N","무료","Y","유료","0","1111013500002","430","5","430","5","0","0","0","0","0","*","N","*","*"
"1452441","청계6(북) 공영주차장(시)","종로구 종로6가 289-49","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","4","2026-03-19 16:14:31","Y","유료","N","야간 미개방","0900","0100","0900","1500","0000","0000","N","무료","Y","유료","0","1111016400024","450","5","450","5","0","0","0","0","0","*","N","*","*"
"1452721","청계2(북1) 공영주차장(시)","종로구 관수동 91-4","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","6","2026-03-19 16:14:34","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","N","무료","Y","유료","0","1111015500002","750","5","750","5","0","0","0","0","0","*","N","*","*"
"1452740","창경궁로1 관광버스 주차허용 구간(시)","종로구 와룡동 2-86 (창경궁주차장~홍화문)","NS","노상 주차장","4","버스전용 주차장","02)2133-2357","0","미연계중","1","0","","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","Y","유료","Y","유료","0","1111013000005","0","0","0","0","0","0","0","0","0","*","N","*","*"
"1452743","사직로2 관광버스 주차허용 구간(시)","종로구 내자동 131-0 내자동136(사직이용원) ~ 내자동75-4(가로등)","NS","노상 주차장","4","버스전용 주차장","02)2133-2357","0","미연계중","1","0","","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","Y","유료","Y","유료","0","1111011400003","0","0","0","0","0","0","0","0","0","*","N","*","*"
"1453742","당고개위 공영주차장(시)","노원구 상계동 111-568","NS","노상 주차장","1","시간제 주차장","02-1688-1054","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","6","2026-03-19 16:14:31","Y","유료","N","야간 미개방","0900","2200","0900","2200","0900","2200","N","무료","N","무료","0","1135010500056","400","5","400","5","0","0","0","0","0","*","N","*","*"
"1475224","성내역(잠실나루역) 공영주차장(시)","송파구 신천동 11-1","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","19","2026-03-19 16:14:37","Y","유료","N","야간 미개방","0900","1800","0900","1500","0000","0000","N","무료","Y","유료","","1171010200007","270","5","270","5","0","0","0","0","","*","N","*","*"
"1477337","동작대교(위) 공영주차장(시)","동작구 동작동 316-3","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","10","2026-03-19 16:14:39","Y","유료","N","야간 미개방","1300","2200","1300","2200","1300","2200","N","무료","N","무료","0","1159010600002","450","5","450","5","0","0","0","0","0","*","N","*","*"
"1496216","압구정고가1 공영주차장(시)","강남구 신사동 668-0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","2","2026-03-19 16:14:36","Y","유료","N","야간 미개방","0800","2100","0900","2100","0900","2100","N","무료","N","무료","0","1168010700019","810","5","810","5","0","0","0","0","0","*","N","*","*"
"1496233","동호대교(남) 공영주차장(시)","강남구 압구정동 435-0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","15","2026-03-19 16:14:42","Y","유료","N","야간 미개방","0900","1900","0900","1900","0000","0000","N","무료","Y","유료","105000","1168011000004","290","5","290","5","0","0","0","0","0","*","N","*","*"
"1496373","압구정고가2 공영주차장(시)","강남구 신사동 668-0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","3","2026-03-19 16:14:37","Y","유료","N","야간 미개방","0900","2000","0900","2100","0900","2100","N","무료","N","무료","0","1168010700062","810","5","810","5","0","0","0","0","0","*","N","*","*"
"1499707","대림역2 공영주차장(시)","구로구 구로동 73-9","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","19","2026-03-19 16:14:38","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","N","무료","Y","유료","160000","1153010200069","400","5","400","5","0","0","0","0","0","*","N","*","*"
"1499736","제방도로 공영주차장(시)","구로구 구로동 69-5","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","0","2024-02-20 18:29:07","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","N","무료","Y","유료","0","1153010200044","120","5","120","5","0","0","0","0","0","*","N","*","*"
"1504809","방화로 공영주차장(시)","강서구 공항동 796-0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","0","","Y","유료","N","야간 미개방","0900","1800","0000","0000","0000","0000","Y","유료","Y","유료","0","1150010800001","120","5","120","5","0","0","0","0","0","*","N","*","*"
"1509662","청계5(동호로_남) 공영주차장(시)","중구 방산동 4-47 0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","1","2026-03-19 16:14:38","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","N","무료","Y","유료","0","1114015300214","750","5","750","5","0","0","0","0","0","*","N","*","*"
"1509853","청계3(창경궁로_남) 공영주차장(시)","중구 주교동 123-1 0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","8","2026-03-19 16:14:40","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","N","무료","Y","유료","0","1114015200210","750","5","750","5","0","0","0","0","0","*","N","*","*"
"1509989","성산로 관광버스 주차허용 구간(시)","마포구 성산동 117-1","NS","노상 주차장","4","버스전용 주차장","02)2133-2357","0","미연계중","1","0","","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","Y","유료","Y","유료","0","1144012500001","0","0","0","0","0","0","0","0","0","*","N","*","*"
"1510016","청계5(남) 공영주차장(시)","중구 을지로6가 17-442 0","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","0","2024-10-15 13:06:15","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","N","무료","Y","유료","0","1114014800218","750","5","750","5","0","0","0","0","0","*","N","*","*"
"1510063","청계5가 공영주차장(시)","중구 을지로6가 17-442 0","NS","노상 주차장","1","시간제 주차장","02-2265-3531","0","미연계중","1","0","2024-10-15 13:06:22","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","N","무료","Y","유료","0","1114014800220","750","5","750","5","0","0","0","0","0","*","N","*","*"
"1510350","청계6(신평화시장앞) 공영주차장(시)","중구 신당동 217-91 0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","3","2026-03-19 16:14:35","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","N","무료","Y","유료","0","1114016200219","450","5","450","5","0","0","0","0","0","*","N","*","*"
"1510496","청계6(동평화) 공영주차장(시)","중구 신당동 217-91 0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","4","2026-03-19 16:14:35","Y","유료","N","야간 미개방","0900","0100","0900","1500","0000","0000","N","무료","Y","유료","0","1114016200218","450","5","450","5","0","0","0","0","0","*","N","*","*"
"1510632","청계5(방산동) 공영주차장(시)","중구 방산동 52-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","0","2024-10-15 13:06:16","Y","유료","N","야간 미개방","0900","0100","0900","1500","0000","0000","N","무료","Y","유료","0","1114015300219","750","5","750","5","0","0","0","0","0","*","N","*","*"
"1511346","남대문시장3번게이트 이륜차 주차장(시)","중구 남대문로3가 13-3 0","NS","노상 주차장","6","이륜차 전용 주차장","02)3396-6262","0","미연계중","1","0","","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","Y","유료","Y","유료","0","1114011600203","0","0","0","0","0","0","0","0","0","*"," ","*","*"
"1511365","서울스퀘어빌딩앞 이륜차 전용주차장(시)","중구 남대문로5가 541-0 0","NS","노상 주차장","6","이륜차 전용 주차장","02)3396-6262","0","미연계중","1","0","","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","Y","유료","Y","유료","0","1114011800202","0","0","0","0","0","0","0","0","0","*"," ","*","*"
"1511395","남대문시장2번게이트앞 이륜차 주차장(시)","중구 남대문로4가 3-6 0","NS","노상 주차장","6","이륜차 전용 주차장","02)3396-6262","0","미연계중","1","0","","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","Y","유료","Y","유료","0","1114011700206","0","0","0","0","0","0","0","0","0","*"," ","*","*"
"1511592","소파길노상 공영주차장(시)","중구 회현동1가 1-19","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","0","2024-10-08 13:02:51","Y","유료","N","야간 미개방","0900","2100","0900","2100","0900","2100","N","무료","N","무료","0","1114012100010","340","5","340","5","0","0","0","0","0","*","N","*","*"
"1511816","마른내길 공영주차장(시)","중구 인현동1가 87-10","NS","노상 주차장","1","시간제 주차장","02-2274-2009","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","11","2026-03-19 16:14:34","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","N","무료","Y","유료","0","1114016000212","680","5","680","5","0","0","0","0","0","*","N","*","*"
"1511971","남산파출소 공영주차장(시)","중구 회현동1가 1-16","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","0","2024-10-08 13:02:51","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","N","무료","Y","유료","","1114012100009","340","5","340","5","0","0","0","0","","*","N","*","*"
"1512095","남산공원 소파로 관광버스전용 주차장(시)","중구 남창동 205-107","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","13","2026-03-19 16:14:39","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","Y","유료","Y","유료","0","1114011200187","0","0","0","0","0","0","0","0","0","*","N","*","*"
"1512125","청계8가 공영주차장(시)","중구 흥인동 162-1 0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","8","2026-03-19 16:14:39","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","N","무료","Y","유료","0","1114016300018","500","5","500","5","0","0","0","0","0","*","N","*","*"
"1512129","청계3(동호로) 공영주차장(시)","중구 방산동 4-47 0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","2","2026-03-19 16:14:36","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","N","무료","Y","유료","0","1114015300217","750","5","750","5","0","0","0","0","0","*","N","*","*"
"1512161","소파로케이블카앞 관광버스전용 주차장(시)","중구 회현동1가 1-15","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","3","2026-03-19 16:14:43","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","Y","유료","Y","유료","0","1114012100202","0","0","0","0","0","0","0","0","0","*","N","*","*"
"1540689","청계8가(남) 공영주차장(시)","성동구 상왕십리동 12-47","NS","노상 주차장","1","시간제 주차장","02-2274-2009","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","35","2026-03-19 16:14:32","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","N","무료","Y","유료","150000","1120010100349","450","5","450","5","0","0","0","0","0","*","N","*","*"
"1545252","문래1동 공영주차장(시)","영등포구 문래동3가 54-12","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","7","2026-03-19 16:14:39","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","N","무료","Y","유료","","1156012100056","130","5","130","5","0","0","0","0","","*","N","*","*"
"1545259","영등포로터리 공영주차장(시)","영등포구 영등포동1가 111-1","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","4","2024-10-07 10:46:59","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","N","무료","Y","유료","","1156010200030","130","5","130","5","0","0","0","0","","*","N","*","*"
"1549662","장충단로(한남광장) 관광버스전용 주차장(시)","용산구 한남동 9-19","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","4","2026-03-19 16:14:43","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","Y","유료","Y","유료","0","1117013100002","0","0","0","0","0","0","0","0","0","*","N","*","*"
"1551145","양평동(동) 공영주차장(시)","영등포구 양평동5가 44-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","0","2024-02-20 18:29:07","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","N","무료","Y","유료","0","1156012900003","130","5","130","5","0","0","0","0","0","*","N","*","*"
"1561603","여의서로 공영주차장(시)","영등포구 여의도동 8-1","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","39","2026-03-19 16:14:37","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","N","무료","Y","유료","120000","1156011000122","280","5","280","5","0","0","0","0","","*","N","*","*"
"1562029","대림역 공영주차장(시)","영등포구 대림동 808-24","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","11","2026-03-19 16:14:38","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","2400","N","무료","N","무료","0","1156013300113","400","5","400","5","0","0","0","0","0","*","N","*","*"
"1566690","남대문시장자유상가앞 이륜차 주차장(시)","중구 남대문로3가 13-3 0","NS","노상 주차장","6","이륜차 전용 주차장","02)3396-6262","0","미연계중","1","0","","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","Y","유료","Y","유료","0","1114011600205","0","0","0","0","0","0","0","0","0","*"," ","*","*"
"1566861","남대문시장알파문구앞 이륜차 주차장(시)","중구 남대문로4가 3-6 0","NS","노상 주차장","6","이륜차 전용 주차장","02)3396-6262","0","미연계중","1","0","","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","Y","유료","Y","유료","0","1114011700205","0","0","0","0","0","0","0","0","0","*"," ","*","*"
"1566863","남대문시장연세상가앞 이륜차 주차장(시)","중구 남창동 235-1 0","NS","노상 주차장","6","이륜차 전용 주차장","02)3396-6262","0","미연계중","1","0","","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","Y","유료","Y","유료","0","1114011200205","0","0","0","0","0","0","0","0","0","*"," ","*","*"
"1575315","남부여성발전센터 공영주차장(시)","금천구 시흥동 139-2","NW","노외 주차장","1","시간제 주차장","02-1588-1054","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","128","94","2026-03-19 16:14:30","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","N","무료","N","무료","80000","","120","5","120","5","0","0","0","0","0","*","N","*","*"
"1575751","신방화역 공영주차장(시)","강서구 마곡동 739-0","NW","노외 주차장","1","시간제 주차장","02-3405-4581","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","199","161","2026-03-19 16:14:30","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","N","무료","N","무료","109000","","290","5","290","5","0","0","0","0","","*","N","*","*"
"1576126","진흥로 공영주차장(시)","은평구 역촌동 41-8","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","9","2026-03-19 16:14:41","Y","유료","N","야간 미개방","0900","1800","0000","0000","0000","0000","Y","유료","Y","유료","140000","1138010800018","200","5","200","5","0","0","0","0","","*","N","*","*"
"1576208","온수역(남) 공영주차장(시)","구로구 온수동 51-26","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","22","2026-03-19 16:14:32","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","N","무료","Y","유료","120000","1153011000007","290","5","290","5","0","0","0","0","0","*","N","*","*"
"1576313","옥수역 공영주차장(시)","성동구 옥수동 401-1","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","1","2026-03-19 16:14:35","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","N","무료","Y","유료","105000","1120011300107","290","5","290","5","0","0","0","0","0","*","N","*","*"
"1576347","돈화문로 공영주차장(시)","중구 을지로3가 296-24","NS","노상 주차장","1","시간제 주차장","02-2274-2009","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","18","2026-03-19 16:14:33","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","N","무료","Y","유료","0","1114015500048","810","5","810","5","0","0","0","0","0","*","N","*","*"
"1576512","도봉로 15길 공영주차장(시)","강북구 미아동 458-7","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","10","2026-03-19 16:14:42","Y","유료","N","야간 미개방","0900","1800","0000","0000","0000","0000","Y","유료","Y","유료","90000","1130510100055","200","5","200","5","0","0","0","0","0","*","N","*","*"
"1576530","원효대교 남단 공영주차장(시)","영등포구 여의도동 5-0","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","6","2026-03-19 16:14:40","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","N","무료","N","무료","100000","1156011000135","280","5","280","5","0","0","0","0","","*","N","*","*"
"1576703","가양라이품 공영주차장(시)","강서구 가양동 1457-1","NW","노외 주차장","1","시간제 주차장","02-2290-6144","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","38","30","2026-03-19 16:14:30","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","N","무료","N","무료","109000","","200","5","200","5","0","0","0","0","","*","N","*","*"
"1577094","마른내로 공영주차장(시)","중구 오장동 69-3","NS","노상 주차장","1","시간제 주차장","02-2273-0006","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","9","2026-03-19 16:14:41","Y","유료","N","야간 미개방","0900","1800","0000","0000","0000","0000","Y","유료","Y","유료","180000","1114015400221","620","5","620","5","0","0","0","0","0","*","N","*","*"
"1582612","창경궁로2 관광버스 주차허용 구간(시)","종로구 와룡동 2-86 (홍화문~선인문)","NS","노상 주차장","4","버스전용 주차장","02)2133-2357","0","미연계중","1","0","","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","Y","유료","Y","유료","0","1111013000099","0","0","0","0","0","0","0","0","0","*","N","*","*"
"1582627","APM플레이스 앞 관광버스 주차허용 구간(시)","중구 을지로7가 112-3","NS","노상 주차장","4","버스전용 주차장","02)2133-2357","0","미연계중","1","0","","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","Y","유료","Y","유료","0","1114014900001","0","0","0","0","0","0","0","0","0","*","N","*","*"
"1582645","세종대로3 관광버스 승하차 허용 구간(시)","중구 태평로2가 113-1 (신협 ~ 세븐일레븐)","NS","노상 주차장","4","버스전용 주차장","02)2133-2357","0","미연계중","1","0","","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","Y","유료","Y","유료","0","1114011400002","0","0","0","0","0","0","0","0","0","*","N","*","*"
"1582666","토정로 관광버스 주차허용 구간(시)","마포구 합정동 5-12","NS","노상 주차장","4","버스전용 주차장","02)2133-2357","0","미연계중","1","0","","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","Y","유료","Y","유료","0","1144012200002","0","0","0","0","0","0","0","0","0","*","N","*","*"
"1582684","모래내로 관광버스 주차허용 구간(시)","서대문구 남가좌동 318-11","NS","노상 주차장","4","버스전용 주차장","02)2133-2357","0","미연계중","1","0","","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","Y","유료","Y","유료","0","1141012000001","0","0","0","0","0","0","0","0","0","*","N","*","*"
"1583447","청계8가(북) 공영주차장(시)","동대문구 신설동 109-2","NS","노상 주차장","1","시간제 주차장","02-2274-2009","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","19","2026-03-19 16:14:31","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","N","무료","Y","유료","150000","1123010100099","450","5","450","5","0","0","0","0","0","*","N","*","*"
"1583862","보라매상업 공영주차장(시)","동작구 신대방동 431-3","NW","노외 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","58","62","2026-03-19 16:14:30","Y","유료","N","야간 미개방","0900","2100","0900","2100","0900","2100","N","무료","N","무료","162000","","220","5","220","5","0","0","0","0","","*","N","*","*"
"1584724","세종대로1 관광버스 승하차 허용 구간(시)","중구 태평로1가 60-22 (코리아나호텔 주차장 입구 ~ 시의회 앞)","NS","노상 주차장","4","버스전용 주차장","02)2133-2357","0","미연계중","1","0","","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","Y","유료","Y","유료","0","1114010300014","0","0","0","0","0","0","0","0","0","*","N","*","*"
"1584731","세종대로2 관광버스 승하차 허용 구간(시)","중구 정동 5-5 (정동 5-5(시청역 2번 출구 앞)","NS","노상 주차장","4","버스전용 주차장","02)2133-2357","0","미연계중","1","0","","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","Y","유료","Y","유료","0","1114016700005","0","0","0","0","0","0","0","0","0","*","N","*","*"
"1585237","영동6교밑 공영주차장(시)","강남구 대치동 512-1","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","21","2026-03-19 16:14:38","Y","유료","N","야간 미개방","0900","1900","0900","1700","0900","1700","N","무료","N","무료","180000","1168010600031","370","5","370","5","0","0","0","0","0","*","N","*","*"
"1586294","배오개길 공영주차장(시)","중구 예관동 22-1","NS","노상 주차장","1","시간제 주차장","02-2274-2009","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","11","2026-03-19 16:14:42","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","N","무료","Y","유료","","1114013500212","680","5","680","5","0","0","0","0","","*","N","*","*"
"1588341","신월4동 공영주차장(시)","양천구 신월동 411-1","NW","노외 주차장","1","시간제 주차장","02-2290-6311","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","46","15","2026-03-19 16:14:30","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","N","무료","N","무료","80000","","120","5","120","5","0","0","0","0","","*","N","*","*"
"1594991","삼각지고가밑 공영주차장(시)","용산구 문배동 12-1","NS","노상 주차장","1","시간제 주차장","","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","1","9","2026-03-19 16:14:33","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","N","무료","Y","유료","0","1117012200001","250","5","250","5","0","0","0","0","0","*","N","*","*"
"1912211","남산소파길 공영주차장(시)","중구 예장동 8-172","NS","노상 주차장","1","시간제 주차장","","0","미연계중","1","0","","Y","유료","N","야간 미개방","0900","2100","0900","2100","0900","2100","N","무료","N","무료","0","1114014200010","250","5","250","5","0","0","0","0","0","*","N","*","*"
"1913385","남산예장 관광버스전용 주차장(시)","중구 예장동 4-1","NW","노외 주차장","4","버스전용 주차장","02-2290-7227","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","39","24","2026-03-19 16:14:30","Y","유료","N","야간 미개방","0600","2400","0600","2400","0600","2400","N","무료","N","무료","0","","6000","120","500","5","6000","120","500","5","0","*","N","*","*"
"1913393","장안1동 공영주차장(시)","동대문구 장안동 392-3","NW","노외 주차장","1","시간제 주차장","02-3405-4598","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","71","55","2026-03-19 16:14:30","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","N","무료","N","무료","90000","","130","5","130","5","0","0","0","0","","*","N","*","*"
"1913415","면목유수지 공영주차장(시)","중랑구 면목동 168-2","NW","노외 주차장","1","시간제 주차장","","0","미연계중","567","0","","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","N","무료","N","무료","0","","100","5","100","5","0","0","0","0","0","*","N","*","*"
